match,bowlingTeam,bowlerName,bowlerNameUrl,overs,maidens,runs,wickets,economy,0s,4s,6s,wd,nb
Bangladesh Vs India,India,Bhuvneshwar Kumar,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,3,0,27,0,9.00,7,2,2,0,0
Bangladesh Vs India,India,Arshdeep Singh,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,4,0,38,2,9.50,10,5,1,0,0
Bangladesh Vs India,India,Mohammed Shami,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,3,0,25,1,8.33,7,2,1,0,0
Bangladesh Vs India,India,Axar Patel,https://www.espncricinfo.com/cricketers/axar-patel-554691,1,0,6,0,6.00,2,0,0,0,0
Bangladesh Vs India,India,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,2,0,19,0,9.50,4,3,0,1,0
Bangladesh Vs India,India,Hardik Pandya,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,3,0,28,2,9.33,8,1,3,0,0
Netherlands Vs Zimbabwe,Netherlands,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,4,0,17,1,4.25,17,0,1,2,0
Netherlands Vs Zimbabwe,Netherlands,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,4,0,29,3,7.25,13,3,0,2,0
Netherlands Vs Zimbabwe,Netherlands,Brandon Glover,https://www.espncricinfo.com/cricketers/brandon-glover-595419,4,1,29,2,7.25,15,2,2,2,0
Netherlands Vs Zimbabwe,Netherlands,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,2.2,0,17,2,7.28,8,1,1,1,0
Netherlands Vs Zimbabwe,Netherlands,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,4,0,14,2,3.50,11,0,0,0,0
Netherlands Vs Zimbabwe,Netherlands,Roelof van der Merwe,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,1,0,8,0,8.00,2,1,0,0,0
Netherlands Vs Zimbabwe,Zimbabwe,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,4,0,22,0,5.50,14,4,0,0,0
Netherlands Vs Zimbabwe,Zimbabwe,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,4,0,18,2,4.50,15,1,1,0,0
Netherlands Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,4,0,23,2,5.75,14,2,1,1,0
Netherlands Vs Zimbabwe,Zimbabwe,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,3,0,21,0,7.00,8,2,1,0,0
Netherlands Vs Zimbabwe,Zimbabwe,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,1,0,6,0,6.00,0,0,0,0,0
Netherlands Vs Zimbabwe,Zimbabwe,Luke Jongwe,https://www.espncricinfo.com/cricketers/luke-jongwe-541224,2,0,25,1,12.50,3,4,0,3,1
England Vs New Zealand,England,Trent Boult,https://www.espncricinfo.com/cricketers/trent-boult-277912,4,0,40,0,10.00,8,4,1,1,0
England Vs New Zealand,England,Tim Southee,https://www.espncricinfo.com/cricketers/tim-southee-232364,4,0,43,1,10.75,9,3,3,0,0
England Vs New Zealand,England,Mitchell Santner,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,4,0,25,1,6.25,8,2,0,0,0
England Vs New Zealand,England,Lockie Ferguson,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,4,0,45,2,11.25,6,4,2,0,1
England Vs New Zealand,England,Ish Sodhi,https://www.espncricinfo.com/cricketers/ish-sodhi-559066,4,0,23,1,5.75,10,2,0,0,0
England Vs New Zealand,New Zealand,Moeen Ali,https://www.espncricinfo.com/cricketers/moeen-ali-8917,1,0,4,0,4.00,3,0,0,0,0
England Vs New Zealand,New Zealand,Chris Woakes,https://www.espncricinfo.com/cricketers/chris-woakes-247235,4,0,33,2,8.25,9,1,2,1,0
England Vs New Zealand,New Zealand,Adil Rashid,https://www.espncricinfo.com/cricketers/adil-rashid-244497,4,0,33,0,8.25,6,0,2,0,0
England Vs New Zealand,New Zealand,Sam Curran,https://www.espncricinfo.com/cricketers/sam-curran-662973,4,0,26,2,6.50,9,0,0,2,0
England Vs New Zealand,New Zealand,Mark Wood,https://www.espncricinfo.com/cricketers/mark-wood-351588,3,0,25,1,8.33,8,2,1,1,0
England Vs New Zealand,New Zealand,Liam Livingstone,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,3,0,26,0,8.66,4,3,0,0,0
England Vs New Zealand,New Zealand,Ben Stokes,https://www.espncricinfo.com/cricketers/ben-stokes-311158,1,0,10,1,10.00,2,2,0,0,0
Afghanistan Vs Sri Lanka,Afghanistan,Kasun Rajitha,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,4,0,31,1,7.75,11,2,1,1,1
Afghanistan Vs Sri Lanka,Afghanistan,Pramod Madushan,https://www.espncricinfo.com/cricketers/pramod-madushan-826689,3,0,24,0,8.00,7,2,1,0,0
Afghanistan Vs Sri Lanka,Afghanistan,Lahiru Kumara,https://www.espncricinfo.com/cricketers/lahiru-kumara-784375,4,0,30,2,7.50,12,2,1,4,0
Afghanistan Vs Sri Lanka,Afghanistan,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,4,0,33,0,8.25,5,1,1,1,0
Afghanistan Vs Sri Lanka,Afghanistan,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,4,0,13,3,3.25,12,0,0,0,0
Afghanistan Vs Sri Lanka,Afghanistan,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,1,0,9,1,9.00,1,1,0,0,0
Afghanistan Vs Sri Lanka,Sri Lanka,Fazalhaq Farooqi,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,3.3,1,22,0,6.28,11,3,0,1,0
Afghanistan Vs Sri Lanka,Sri Lanka,Mujeeb Ur Rahman,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109,4,0,24,2,6.00,12,3,0,0,0
Afghanistan Vs Sri Lanka,Sri Lanka,Fareed Ahmad,https://www.espncricinfo.com/cricketers/fareed-ahmad-568136,2,0,25,0,12.50,3,3,1,1,0
Afghanistan Vs Sri Lanka,Sri Lanka,Rashid Khan,https://www.espncricinfo.com/cricketers/rashid-khan-793463,4,0,31,2,7.75,10,2,1,1,0
Afghanistan Vs Sri Lanka,Sri Lanka,Azmatullah Omarzai,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429,2,0,17,0,8.50,2,1,0,1,0
Afghanistan Vs Sri Lanka,Sri Lanka,Mohammad Nabi,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,2,0,16,0,8.00,2,0,1,0,0
Afghanistan Vs Sri Lanka,Sri Lanka,Gulbadin Naib,https://www.espncricinfo.com/cricketers/gulbadin-naib-352048,1,0,12,0,12.00,1,2,0,0,0
Australia Vs Ireland,Australia,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,4,0,21,2,5.25,13,2,0,2,0
Australia Vs Ireland,Australia,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,4,0,59,0,14.75,6,7,2,6,0
Australia Vs Ireland,Australia,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,4,0,29,3,7.25,7,2,0,1,0
Australia Vs Ireland,Australia,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,3,0,29,0,9.66,10,2,2,2,0
Australia Vs Ireland,Australia,Fionn Hand,https://www.espncricinfo.com/cricketers/fionn-hand-1099225,1,0,15,0,15.00,2,0,2,1,0
Australia Vs Ireland,Australia,George Dockrell,https://www.espncricinfo.com/cricketers/george-dockrell-348034,4,0,24,0,6.00,8,0,1,0,0
Australia Vs Ireland,Ireland,Josh Hazlewood,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,3,0,24,0,8.00,8,1,2,1,0
Australia Vs Ireland,Ireland,Pat Cummins,https://www.espncricinfo.com/cricketers/pat-cummins-489889,4,0,28,2,7.00,14,3,1,1,0
Australia Vs Ireland,Ireland,Glenn Maxwell,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,2.1,0,14,2,6.46,6,2,0,0,0
Australia Vs Ireland,Ireland,Mitchell Starc,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,4,1,43,2,10.75,11,8,0,2,1
Australia Vs Ireland,Ireland,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504,4,0,19,2,4.75,9,1,0,0,0
Australia Vs Ireland,Ireland,Marcus Stoinis,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,1,0,6,1,6.00,2,0,0,0,0
India Vs South Africa,India,Wayne Parnell,https://www.espncricinfo.com/cricketers/wayne-parnell-265564,4,1,15,3,3.75,16,0,1,0,0
India Vs South Africa,India,Kagiso Rabada,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,4,0,26,0,6.50,13,2,1,1,0
India Vs South Africa,India,Lungi Ngidi,https://www.espncricinfo.com/cricketers/lungi-ngidi-542023,4,0,29,4,7.25,10,3,1,0,0
India Vs South Africa,India,Anrich Nortje,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,4,0,23,1,5.75,12,1,1,0,0
India Vs South Africa,India,Keshav Maharaj,https://www.espncricinfo.com/cricketers/keshav-maharaj-267724,3,0,28,0,9.33,5,3,1,0,0
India Vs South Africa,India,Aiden Markram,https://www.espncricinfo.com/cricketers/aiden-markram-600498,1,0,5,0,5.00,1,0,0,0,0
India Vs South Africa,South Africa,Bhuvneshwar Kumar,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,3.4,0,21,0,5.72,13,2,1,0,0
India Vs South Africa,South Africa,Arshdeep Singh,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,4,0,25,2,6.25,13,4,0,1,0
India Vs South Africa,South Africa,Mohammed Shami,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,4,0,13,1,3.25,15,1,0,0,0
India Vs South Africa,South Africa,Hardik Pandya,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,4,0,29,1,7.25,8,3,0,0,0
India Vs South Africa,South Africa,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,4,0,43,1,10.75,5,1,4,0,0
Netherlands Vs Pakistan,Netherlands,Shaheen Shah Afridi,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,4,0,19,1,4.75,13,1,0,1,0
Netherlands Vs Pakistan,Netherlands,Naseem Shah,https://www.espncricinfo.com/cricketers/naseem-shah-1158088,4,0,11,1,2.75,15,0,0,0,0
Netherlands Vs Pakistan,Netherlands,Mohammad Wasim,https://www.espncricinfo.com/cricketers/mohammad-wasim-1185538,3,0,15,2,5.00,10,1,0,1,0
Netherlands Vs Pakistan,Netherlands,Haris Rauf,https://www.espncricinfo.com/cricketers/haris-rauf-1161606,3,0,10,1,3.33,11,1,0,0,0
Netherlands Vs Pakistan,Netherlands,Shadab Khan,https://www.espncricinfo.com/cricketers/shadab-khan-922943,4,0,22,3,5.50,11,2,0,0,0
Netherlands Vs Pakistan,Netherlands,Mohammad Nawaz,https://www.espncricinfo.com/cricketers/mohammad-nawaz-348148,2,0,11,0,5.50,3,0,0,0,0
Netherlands Vs Pakistan,Pakistan,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,3,0,26,0,8.66,4,3,0,0,0
Netherlands Vs Pakistan,Pakistan,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,4,0,19,1,4.75,15,2,0,0,0
Netherlands Vs Pakistan,Pakistan,Brandon Glover,https://www.espncricinfo.com/cricketers/brandon-glover-595419,2.5,0,22,2,7.76,9,3,0,0,0
Netherlands Vs Pakistan,Pakistan,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,1,0,12,0,12.00,1,2,0,0,0
Netherlands Vs Pakistan,Pakistan,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,2,0,9,0,4.50,5,0,0,0,0
Netherlands Vs Pakistan,Pakistan,Roelof van der Merwe,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,1,0,7,0,7.00,1,0,0,0,0
Bangladesh Vs Zimbabwe,Bangladesh,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,4,0,24,2,6.00,11,2,0,2,0
Bangladesh Vs Zimbabwe,Bangladesh,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,2,0,13,2,6.50,8,3,0,0,0
Bangladesh Vs Zimbabwe,Bangladesh,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,3,0,18,0,6.00,7,1,0,0,0
Bangladesh Vs Zimbabwe,Bangladesh,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,4,0,35,1,8.75,2,2,1,0,0
Bangladesh Vs Zimbabwe,Bangladesh,Brad Evans,https://www.espncricinfo.com/cricketers/brad-evans-696127,3,0,32,0,10.66,2,3,1,1,0
Bangladesh Vs Zimbabwe,Bangladesh,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,2,0,18,0,9.00,0,1,0,0,0
Bangladesh Vs Zimbabwe,Bangladesh,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,2,0,10,1,5.00,4,0,0,1,0
Bangladesh Vs Zimbabwe,Zimbabwe,Taskin Ahmed,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,4,1,19,3,4.75,15,3,0,0,0
Bangladesh Vs Zimbabwe,Zimbabwe,Hasan Mahmud,https://www.espncricinfo.com/cricketers/hasan-mahmud-926629,4,0,36,0,9.00,8,5,0,3,0
Bangladesh Vs Zimbabwe,Zimbabwe,Mosaddek Hossain,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,4,0,34,2,8.50,11,3,2,0,1
Bangladesh Vs Zimbabwe,Zimbabwe,Mustafizur Rahman,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,4,0,15,2,3.75,11,0,0,0,0
Bangladesh Vs Zimbabwe,Zimbabwe,Shakib Al Hasan,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,4,0,34,0,8.50,5,3,0,0,0
New Zealand Vs Sri Lanka,New Zealand,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,4,0,35,1,8.75,7,2,2,1,0
New Zealand Vs Sri Lanka,New Zealand,Kasun Rajitha,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,4,0,23,2,5.75,16,3,0,1,2
New Zealand Vs Sri Lanka,New Zealand,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,2,0,14,1,7.00,4,1,0,0,0
New Zealand Vs Sri Lanka,New Zealand,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,4,0,22,1,5.50,9,1,0,0,0
New Zealand Vs Sri Lanka,New Zealand,Lahiru Kumara,https://www.espncricinfo.com/cricketers/lahiru-kumara-784375,3,0,37,1,12.33,2,2,2,2,1
New Zealand Vs Sri Lanka,New Zealand,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,3,0,34,0,11.33,5,3,1,1,0
New Zealand Vs Sri Lanka,Sri Lanka,Tim Southee,https://www.espncricinfo.com/cricketers/tim-southee-232364,4,1,12,1,3.00,18,0,1,1,0
New Zealand Vs Sri Lanka,Sri Lanka,Trent Boult,https://www.espncricinfo.com/cricketers/trent-boult-277912,4,0,13,4,3.25,18,1,0,1,0
New Zealand Vs Sri Lanka,Sri Lanka,Lockie Ferguson,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,4,0,35,1,8.75,11,4,1,3,0
New Zealand Vs Sri Lanka,Sri Lanka,Mitchell Santner,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,4,0,21,2,5.25,13,3,0,0,0
New Zealand Vs Sri Lanka,Sri Lanka,Ish Sodhi,https://www.espncricinfo.com/cricketers/ish-sodhi-559066,3.2,0,21,2,6.30,11,2,1,1,0
Pakistan Vs Zimbabwe,Pakistan,Shaheen Shah Afridi,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,4,0,29,0,7.25,9,3,0,0,0
Pakistan Vs Zimbabwe,Pakistan,Naseem Shah,https://www.espncricinfo.com/cricketers/naseem-shah-1158088,4,0,34,0,8.50,7,4,0,2,0
Pakistan Vs Zimbabwe,Pakistan,Mohammad Wasim,https://www.espncricinfo.com/cricketers/mohammad-wasim-1185538,4,0,24,4,6.00,16,2,1,4,0
Pakistan Vs Zimbabwe,Pakistan,Haris Rauf,https://www.espncricinfo.com/cricketers/haris-rauf-1161606,4,1,12,1,3.00,15,0,0,0,0
Pakistan Vs Zimbabwe,Pakistan,Shadab Khan,https://www.espncricinfo.com/cricketers/shadab-khan-922943,4,0,23,3,5.75,8,1,0,0,0
Pakistan Vs Zimbabwe,Zimbabwe,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,4,0,24,0,6.00,15,2,1,2,0
Pakistan Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,4,0,18,1,4.50,11,1,0,0,0
Pakistan Vs Zimbabwe,Zimbabwe,Brad Evans,https://www.espncricinfo.com/cricketers/brad-evans-696127,4,0,25,2,6.25,12,2,1,0,0
Pakistan Vs Zimbabwe,Zimbabwe,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,4,0,25,3,6.25,13,2,1,2,0
Pakistan Vs Zimbabwe,Zimbabwe,Luke Jongwe,https://www.espncricinfo.com/cricketers/luke-jongwe-541224,1,0,10,1,10.00,2,2,0,0,0
Pakistan Vs Zimbabwe,Zimbabwe,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,2,0,15,0,7.50,1,0,0,1,0
Pakistan Vs Zimbabwe,Zimbabwe,Ryan Burl,https://www.espncricinfo.com/cricketers/ryan-burl-495964,1,0,7,0,7.00,0,0,0,0,0
India Vs Netherlands,India,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,4,0,33,1,8.25,9,2,1,2,0
India Vs Netherlands,India,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,4,0,30,0,7.50,6,3,0,0,0
India Vs Netherlands,India,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,4,0,32,1,8.00,9,3,1,0,0
India Vs Netherlands,India,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,3,0,33,0,11.00,6,5,1,1,0
India Vs Netherlands,India,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,4,0,45,0,11.25,3,2,3,0,0
India Vs Netherlands,India,Shariz Ahmad,https://www.espncricinfo.com/cricketers/shariz-ahmad-1278252,1,0,5,0,5.00,2,0,0,0,0
India Vs Netherlands,Netherlands,Bhuvneshwar Kumar,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,3,2,9,2,3.00,14,1,0,0,0
India Vs Netherlands,Netherlands,Arshdeep Singh,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,4,0,37,2,9.25,9,6,0,1,1
India Vs Netherlands,Netherlands,Mohammed Shami,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,4,0,27,1,6.75,10,2,0,0,0
India Vs Netherlands,Netherlands,Axar Patel,https://www.espncricinfo.com/cricketers/axar-patel-554691,4,0,18,2,4.50,11,0,0,0,0
India Vs Netherlands,Netherlands,Hardik Pandya,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,1,0,9,0,9.00,1,0,0,1,0
