match,bowlingTeam,bowlerName,bowlerNameUrl,overs,maidens,runs,wickets,economy,0s,4s,6s,wd,nb
India Vs Netherlands,Netherlands,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,4,0,21,2,5.25,13,1,1,1,0
Bangladesh Vs South Africa,Bangladesh,Taskin Ahmed,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,3,0,46,1,15.33,7,6,2,0,3
Bangladesh Vs South Africa,Bangladesh,Mehidy Hasan Miraz,https://www.espncricinfo.com/cricketers/mehidy-hasan-miraz-629063,3,0,32,0,10.66,4,2,2,0,0
Bangladesh Vs South Africa,Bangladesh,Hasan Mahmud,https://www.espncricinfo.com/cricketers/hasan-mahmud-926629,4,0,36,1,9.00,11,3,2,2,0
Bangladesh Vs South Africa,Bangladesh,Mustafizur Rahman,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,4,0,25,0,6.25,7,1,1,0,0
Bangladesh Vs South Africa,Bangladesh,Mosaddek Hossain,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,2,0,16,0,8.00,5,1,1,0,0
Bangladesh Vs South Africa,Bangladesh,Shakib Al Hasan,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,3,0,33,2,11.00,7,1,3,0,1
Bangladesh Vs South Africa,Bangladesh,Afif Hossain,https://www.espncricinfo.com/cricketers/afif-hossain-935995,1,0,11,1,11.00,1,2,0,0,0
Bangladesh Vs South Africa,South Africa,Kagiso Rabada,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,3,0,24,1,8.00,8,1,2,1,0
Bangladesh Vs South Africa,South Africa,Wayne Parnell,https://www.espncricinfo.com/cricketers/wayne-parnell-265564,2,0,18,0,9.00,3,0,1,1,0
Bangladesh Vs South Africa,South Africa,Anrich Nortje,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,3.3,0,10,4,2.85,16,1,0,0,0
Bangladesh Vs South Africa,South Africa,Keshav Maharaj,https://www.espncricinfo.com/cricketers/keshav-maharaj-267724,4,0,24,1,6.00,6,1,0,0,0
Bangladesh Vs South Africa,South Africa,Tabraiz Shamsi,https://www.espncricinfo.com/cricketers/tabraiz-shamsi-379145,4,0,20,3,5.00,12,0,1,2,0
England Vs Ireland,England,Ben Stokes,https://www.espncricinfo.com/cricketers/ben-stokes-311158,2.2,0,8,1,3.42,7,0,0,0,0
England Vs Ireland,England,Chris Woakes,https://www.espncricinfo.com/cricketers/chris-woakes-247235,3,0,41,0,13.66,4,6,1,2,0
England Vs Ireland,England,Mark Wood,https://www.espncricinfo.com/cricketers/mark-wood-351588,4,0,34,3,8.50,13,4,1,2,0
England Vs Ireland,England,Sam Curran,https://www.espncricinfo.com/cricketers/sam-curran-662973,3,0,31,2,10.33,7,1,2,0,0
England Vs Ireland,England,Adil Rashid,https://www.espncricinfo.com/cricketers/adil-rashid-244497,4,0,24,0,6.00,6,1,0,0,0
England Vs Ireland,England,Liam Livingstone,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,3,0,17,3,5.66,5,1,0,0,0
England Vs Ireland,Ireland,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,3,0,16,2,5.33,11,2,0,2,0
England Vs Ireland,Ireland,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,2,0,10,0,5.00,5,0,0,0,0
England Vs Ireland,Ireland,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,3,0,20,1,6.66,7,1,0,3,0
England Vs Ireland,Ireland,Fionn Hand,https://www.espncricinfo.com/cricketers/fionn-hand-1099225,2,0,17,1,8.50,6,1,0,4,0
England Vs Ireland,Ireland,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,3.3,0,33,0,9.42,5,3,1,1,0
England Vs Ireland,Ireland,George Dockrell,https://www.espncricinfo.com/cricketers/george-dockrell-348034,1,0,5,1,5.00,2,0,0,0,0
Australia Vs Sri Lanka,Australia,Josh Hazlewood,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,4,0,26,1,6.50,13,3,0,3,0
Australia Vs Sri Lanka,Australia,Pat Cummins,https://www.espncricinfo.com/cricketers/pat-cummins-489889,4,0,36,1,9.00,12,5,1,2,0
Australia Vs Sri Lanka,Australia,Mitchell Starc,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,4,0,23,1,5.75,13,1,0,1,0
Australia Vs Sri Lanka,Australia,Ashton Agar,https://www.espncricinfo.com/cricketers/ashton-agar-505120,4,0,25,1,6.25,8,1,0,1,0
Australia Vs Sri Lanka,Australia,Marcus Stoinis,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,2,0,17,0,8.50,1,1,0,1,0
Australia Vs Sri Lanka,Australia,Mitchell Marsh,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,1,0,14,0,14.00,1,1,1,0,0
Australia Vs Sri Lanka,Australia,Glenn Maxwell,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,1,0,5,1,5.00,2,0,0,0,0
Australia Vs Sri Lanka,Sri Lanka,Binura Fernando,https://www.espncricinfo.com/cricketers/binura-fernando-629080,0.5,0,5,0,6.00,2,0,0,0,0
Australia Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,2.1,0,18,1,8.30,4,1,1,0,0
Australia Vs Sri Lanka,Sri Lanka,Lahiru Kumara,https://www.espncricinfo.com/cricketers/lahiru-kumara-784375,3.3,0,22,0,6.28,15,0,1,3,0
Australia Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,3,0,20,1,6.66,6,1,0,1,0
Australia Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,3,0,23,1,7.66,11,0,3,1,0
Australia Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,3,0,53,0,17.66,0,3,5,0,0
Australia Vs Sri Lanka,Sri Lanka,Dasun Shanaka,https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,1,0,10,0,10.00,2,2,0,0,0
South Africa Vs Zimbabwe,South Africa,Kagiso Rabada,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215,2,0,20,0,10.00,4,2,1,0,0
South Africa Vs Zimbabwe,South Africa,Wayne Parnell,https://www.espncricinfo.com/cricketers/wayne-parnell-265564,2,0,6,1,3.00,9,1,0,0,0
South Africa Vs Zimbabwe,South Africa,Lungi Ngidi,https://www.espncricinfo.com/cricketers/lungi-ngidi-542023,2,0,20,2,10.00,6,2,1,2,0
South Africa Vs Zimbabwe,South Africa,Keshav Maharaj,https://www.espncricinfo.com/cricketers/keshav-maharaj-267724,1,0,10,0,10.00,1,1,0,0,0
South Africa Vs Zimbabwe,South Africa,Anrich Nortje,https://www.espncricinfo.com/cricketers/anrich-nortje-481979,2,0,10,1,5.00,5,0,0,0,0
South Africa Vs Zimbabwe,Zimbabwe,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,1,0,23,0,23.00,0,4,1,0,0
South Africa Vs Zimbabwe,Zimbabwe,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,1,0,17,0,17.00,2,4,0,0,1
South Africa Vs Zimbabwe,Zimbabwe,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,1,0,11,0,11.00,1,0,0,0,1
Bangladesh Vs Netherlands,Bangladesh,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,4,0,33,1,8.25,10,5,0,3,0
Bangladesh Vs Netherlands,Bangladesh,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,1,0,4,0,4.00,2,0,0,0,0
Bangladesh Vs Netherlands,Bangladesh,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,4,0,21,2,5.25,10,1,0,0,0
Bangladesh Vs Netherlands,Bangladesh,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,3,0,29,2,9.66,9,3,1,3,0
Bangladesh Vs Netherlands,Bangladesh,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,2,0,10,1,5.00,4,0,0,0,0
Bangladesh Vs Netherlands,Bangladesh,Shariz Ahmad,https://www.espncricinfo.com/cricketers/shariz-ahmad-1278252,3,0,27,1,9.00,5,1,2,0,0
Bangladesh Vs Netherlands,Bangladesh,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,3,0,12,1,4.00,7,0,0,1,0
Bangladesh Vs Netherlands,Netherlands,Taskin Ahmed,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,4,0,25,4,6.25,16,5,0,0,0
Bangladesh Vs Netherlands,Netherlands,Hasan Mahmud,https://www.espncricinfo.com/cricketers/hasan-mahmud-926629,4,1,15,2,3.75,16,2,0,0,0
Bangladesh Vs Netherlands,Netherlands,Shakib Al Hasan,https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,4,0,32,1,8.00,6,0,2,1,0
Bangladesh Vs Netherlands,Netherlands,Mustafizur Rahman,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,4,0,20,0,5.00,14,2,0,2,0
Bangladesh Vs Netherlands,Netherlands,Soumya Sarkar,https://www.espncricinfo.com/cricketers/soumya-sarkar-436677,3,0,29,1,9.66,5,2,1,1,0
Bangladesh Vs Netherlands,Netherlands,Mosaddek Hossain,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,1,0,14,0,14.00,0,0,1,0,1
India Vs Pakistan,India,Bhuvneshwar Kumar,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016,4,0,22,1,5.50,17,1,1,3,0
India Vs Pakistan,India,Arshdeep Singh,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,4,0,32,3,8.00,10,3,1,1,0
India Vs Pakistan,India,Mohammed Shami,https://www.espncricinfo.com/cricketers/mohammed-shami-481896,4,0,25,1,6.25,14,4,0,1,0
India Vs Pakistan,India,Hardik Pandya,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,4,0,30,3,7.50,10,4,0,0,0
India Vs Pakistan,India,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,3,0,23,0,7.66,5,0,1,1,0
India Vs Pakistan,India,Axar Patel,https://www.espncricinfo.com/cricketers/axar-patel-554691,1,0,21,0,21.00,2,0,3,0,0
India Vs Pakistan,Pakistan,Shaheen Shah Afridi,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,4,0,34,0,8.50,7,4,0,1,0
India Vs Pakistan,Pakistan,Naseem Shah,https://www.espncricinfo.com/cricketers/naseem-shah-1158088,4,0,23,1,5.75,10,1,0,0,0
India Vs Pakistan,Pakistan,Haris Rauf,https://www.espncricinfo.com/cricketers/haris-rauf-1161606,4,0,36,2,9.00,11,2,2,1,0
India Vs Pakistan,Pakistan,Shadab Khan,https://www.espncricinfo.com/cricketers/shadab-khan-922943,4,0,21,0,5.25,10,2,0,0,0
India Vs Pakistan,Pakistan,Mohammad Nawaz,https://www.espncricinfo.com/cricketers/mohammad-nawaz-348148,4,0,42,2,10.50,8,0,4,2,1
Ireland Vs Sri Lanka,Ireland,Binura Fernando,https://www.espncricinfo.com/cricketers/binura-fernando-629080,4,0,27,1,6.75,10,3,0,1,0
Ireland Vs Sri Lanka,Ireland,Lahiru Kumara,https://www.espncricinfo.com/cricketers/lahiru-kumara-784375,2,0,12,1,6.00,6,2,0,0,0
Ireland Vs Sri Lanka,Ireland,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,4,0,19,2,4.75,8,1,0,0,0
Ireland Vs Sri Lanka,Ireland,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,4,0,29,1,7.25,7,2,1,0,0
Ireland Vs Sri Lanka,Ireland,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,4,0,25,2,6.25,6,0,1,0,0
Ireland Vs Sri Lanka,Ireland,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,2,0,13,1,6.50,3,1,0,0,0
Ireland Vs Sri Lanka,Sri Lanka,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,4,0,45,0,11.25,5,4,1,1,0
Ireland Vs Sri Lanka,Sri Lanka,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,2,0,16,0,8.00,2,1,0,0,0
Ireland Vs Sri Lanka,Sri Lanka,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,2,0,16,0,8.00,4,0,1,0,0
Ireland Vs Sri Lanka,Sri Lanka,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,4,0,28,1,7.00,8,3,0,2,0
Ireland Vs Sri Lanka,Sri Lanka,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,1,0,8,0,8.00,2,1,0,0,0
Ireland Vs Sri Lanka,Sri Lanka,Simi Singh,https://www.espncricinfo.com/cricketers/simi-singh-1005257,2,0,20,0,10.00,3,0,2,0,0
Afghanistan Vs England,Afghanistan,Ben Stokes,https://www.espncricinfo.com/cricketers/ben-stokes-311158,4,0,19,2,4.75,14,2,0,1,0
Afghanistan Vs England,Afghanistan,Chris Woakes,https://www.espncricinfo.com/cricketers/chris-woakes-247235,4,0,24,1,6.00,15,2,1,1,0
Afghanistan Vs England,Afghanistan,Mark Wood,https://www.espncricinfo.com/cricketers/mark-wood-351588,4,0,23,2,5.75,14,2,1,0,0
Afghanistan Vs England,Afghanistan,Sam Curran,https://www.espncricinfo.com/cricketers/sam-curran-662973,3.4,0,10,5,2.72,16,1,0,1,0
Afghanistan Vs England,Afghanistan,Adil Rashid,https://www.espncricinfo.com/cricketers/adil-rashid-244497,4,0,32,0,8.00,4,1,1,0,0
Afghanistan Vs England,England,Fazalhaq Farooqi,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,4,0,24,1,6.00,15,2,1,3,0
Afghanistan Vs England,England,Azmatullah Omarzai,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429,1.1,0,11,0,9.42,2,1,0,3,0
Afghanistan Vs England,England,Mujeeb Ur Rahman,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109,4,0,22,1,5.50,10,1,0,0,0
Afghanistan Vs England,England,Rashid Khan,https://www.espncricinfo.com/cricketers/rashid-khan-793463,4,0,17,1,4.25,10,0,0,0,0
Afghanistan Vs England,England,Fareed Ahmad,https://www.espncricinfo.com/cricketers/fareed-ahmad-568136,2,0,23,1,11.50,2,2,0,1,0
Afghanistan Vs England,England,Mohammad Nabi,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,3,0,16,1,5.33,6,0,0,0,0
Australia Vs New Zealand,Australia,Mitchell Starc,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,4,0,36,0,9.00,5,3,1,0,0
Australia Vs New Zealand,Australia,Josh Hazlewood,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,4,0,41,2,10.25,8,5,1,1,0
Australia Vs New Zealand,Australia,Pat Cummins,https://www.espncricinfo.com/cricketers/pat-cummins-489889,4,0,46,0,11.50,8,4,2,2,0
Australia Vs New Zealand,Australia,Marcus Stoinis,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,4,0,38,0,9.50,3,1,2,1,0
Australia Vs New Zealand,Australia,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504,4,0,39,1,9.75,4,2,2,1,0
Australia Vs New Zealand,New Zealand,Trent Boult,https://www.espncricinfo.com/cricketers/trent-boult-277912,4,0,24,2,6.00,13,2,1,1,0
Australia Vs New Zealand,New Zealand,Tim Southee,https://www.espncricinfo.com/cricketers/tim-southee-232364,2.1,0,6,3,2.76,10,1,0,0,0
Australia Vs New Zealand,New Zealand,Mitchell Santner,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,4,0,31,3,7.75,10,2,2,0,0
Australia Vs New Zealand,New Zealand,Lockie Ferguson,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,3,0,20,1,6.66,9,2,1,0,0
Australia Vs New Zealand,New Zealand,Ish Sodhi,https://www.espncricinfo.com/cricketers/ish-sodhi-559066,4,0,29,1,7.25,8,2,1,1,0
Scotland Vs Zimbabwe,Scotland,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,4,1,14,2,3.50,14,1,0,0,0
Scotland Vs Zimbabwe,Scotland,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,4,0,28,2,7.00,12,4,0,1,1
Scotland Vs Zimbabwe,Scotland,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,4,0,34,1,8.50,9,5,0,0,2
Scotland Vs Zimbabwe,Scotland,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,3,0,19,0,6.33,4,1,0,0,0
Scotland Vs Zimbabwe,Scotland,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,4,0,20,1,5.00,10,0,0,2,0
Scotland Vs Zimbabwe,Scotland,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,1,0,7,0,7.00,1,0,0,0,0
Scotland Vs Zimbabwe,Zimbabwe,Brad Wheal,https://www.espncricinfo.com/cricketers/brad-wheal-807535,4,0,26,1,6.50,12,4,0,0,0
Scotland Vs Zimbabwe,Zimbabwe,Josh Davey,https://www.espncricinfo.com/cricketers/josh-davey-407265,3,0,16,2,5.33,8,1,0,0,1
Scotland Vs Zimbabwe,Zimbabwe,Safyaan Sharif,https://www.espncricinfo.com/cricketers/safyaan-sharif-414970,2.3,0,23,0,9.20,4,3,0,0,1
Scotland Vs Zimbabwe,Zimbabwe,Mark Watt,https://www.espncricinfo.com/cricketers/mark-watt-659081,4,0,19,1,4.75,9,1,0,0,0
Scotland Vs Zimbabwe,Zimbabwe,Michael Leask,https://www.espncricinfo.com/cricketers/michael-leask-414966,4,0,36,1,9.00,4,2,1,0,0
Scotland Vs Zimbabwe,Zimbabwe,Calum MacLeod,https://www.espncricinfo.com/cricketers/calum-macleod-232435,1,0,11,0,11.00,0,0,1,0,0
Ireland Vs West Indies,Ireland,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,4,0,31,0,7.75,8,1,2,1,0
Ireland Vs West Indies,Ireland,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,4,0,26,0,6.50,12,1,1,4,0
Ireland Vs West Indies,Ireland,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,4,0,33,1,8.25,9,3,1,1,0
Ireland Vs West Indies,Ireland,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,2,0,28,0,14.00,2,4,1,0,0
Ireland Vs West Indies,Ireland,Simi Singh,https://www.espncricinfo.com/cricketers/simi-singh-1005257,2,0,11,1,5.50,4,1,0,0,0
Ireland Vs West Indies,Ireland,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,4,0,16,3,4.00,12,1,0,1,0
Ireland Vs West Indies,West Indies,Obed McCoy,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,3.3,0,27,0,7.71,11,2,2,0,0
Ireland Vs West Indies,West Indies,Akeal Hosein,https://www.espncricinfo.com/cricketers/akeal-hosein-530812,4,0,38,1,9.50,5,2,2,0,0
Ireland Vs West Indies,West Indies,Alzarri Joseph,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,4,0,39,0,9.75,9,3,2,1,0
